USERID,GENDER,RACE,AGE,PROVINCE,CHANNEL2,DURATION2,VIEW_DATE,VIEW_TIME,MONTH_NAME,DAY_OF_MONTH,DAY_NAME,DAY_TYPE,TIME_BUCKET,DURATION_BUCKET,AGE_BUCKET
772861,male,black,27,Gauteng,ICC Cricket World Cup 2011,01:09:40.000,2016-02-21,15:16:00.000,Feb,21,Sun,Weekend,Daytime (09:00 – 15:59),One-Hour Programs (01:00:00 – 01:59:59),Adults (25–34)
772861,male,black,27,Gauteng,CNN,00:03:51.000,2016-02-16,13:34:00.000,Feb,16,Tue,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
772861,male,black,27,Gauteng,CNN,00:00:05.000,2016-01-29,16:58:00.000,Jan,29,Fri,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
777952,male,black,32,Gauteng,SuperSport Blitz,00:20:32.000,2016-01-23,19:35:00.000,Jan,23,Sat,Weekend,Early Evening (16:00 – 19:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Adults (25–34)
821692,male,coloured,28,Eastern Cape,Supersport Live Events,00:01:12.000,2016-03-05,17:40:00.000,Mar,5,Sat,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
821692,male,coloured,28,Eastern Cape,Supersport Live Events,00:00:00.000,2016-02-27,15:05:00.000,Feb,27,Sat,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2422135,female,indian_asian,26,North West,Supersport Live Events,00:20:40.000,2016-03-27,17:54:00.000,Mar,27,Sun,Weekend,Early Evening (16:00 – 19:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Adults (25–34)
906690,male,indian_asian,26,Kwazulu Natal,CNN,00:00:00.000,2016-03-20,23:24:00.000,Mar,20,Sun,Weekend,Late Night (23:00 – 00:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Supersport Live Events,00:30:38.000,2016-02-05,08:53:00.000,Feb,5,Fri,Weekday,Early Morning (06:00 – 08:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Boomerang,00:00:09.000,2016-02-26,00:57:00.000,Feb,26,Fri,Weekday,Late Night (23:00 – 00:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Trace TV,00:04:15.000,2016-02-11,17:00:00.000,Feb,11,Thu,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Trace TV,00:04:45.000,2016-02-25,19:25:00.000,Feb,25,Thu,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Channel O,00:13:33.000,2016-02-10,10:10:00.000,Feb,10,Wed,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Channel O,00:01:03.000,2016-02-10,17:50:00.000,Feb,10,Wed,Weekday,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Channel O,00:14:30.000,2016-02-10,18:02:00.000,Feb,10,Wed,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Supersport Live Events,00:00:22.000,2016-02-06,07:57:00.000,Feb,6,Sat,Weekend,Early Morning (06:00 – 08:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Trace TV,00:00:54.000,2016-02-27,11:17:00.000,Feb,27,Sat,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810063,male,coloured,28,Eastern Cape,Boomerang,00:00:12.000,2016-02-12,07:41:00.000,Feb,12,Fri,Weekday,Early Morning (06:00 – 08:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
906691,male,indian_asian,31,Gauteng,Cartoon Network,00:03:51.000,2016-03-25,22:22:00.000,Mar,25,Fri,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
906693,male,indian_asian,31,North West,ICC Cricket World Cup 2011,02:00:40.000,2016-03-25,17:18:00.000,Mar,25,Fri,Weekday,Early Evening (16:00 – 19:59),Feature-Length / Extended Episode (02:00:00 – 03:59:59),Adults (25–34)
1108229,female,coloured,40,Western Cape,Channel O,00:01:18.000,2016-03-30,18:04:00.000,Mar,30,Wed,Weekday,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
794467,male,black,26,Limpopo,Africa Magic,00:00:02.000,2016-01-09,12:34:00.000,Jan,9,Sat,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
832939,male,indian_asian,49,Gauteng,E! Entertainment,00:19:16.000,2016-03-03,05:51:00.000,Mar,3,Thu,Weekday,Overnight (01:00 – 05:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Older Adults (45–54)
780287,male,black,29,Limpopo,Trace TV,00:01:54.000,2016-01-29,22:49:00.000,Jan,29,Fri,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
780287,male,black,29,Limpopo,Africa Magic,00:00:05.000,2016-01-14,22:33:00.000,Jan,14,Thu,Weekday,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
821702,male,black,31,Western Cape,Trace TV,00:00:27.000,2016-02-26,07:42:00.000,Feb,26,Fri,Weekday,Early Morning (06:00 – 08:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
821702,male,black,31,Western Cape,ICC Cricket World Cup 2011,00:00:14.000,2016-03-06,11:18:00.000,Mar,6,Sun,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2275017,male,white,34,Gauteng,E! Entertainment,00:00:28.000,2016-02-13,13:48:00.000,Feb,13,Sat,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2422144,male,indian_asian,34,Gauteng,ICC Cricket World Cup 2011,00:58:50.000,2016-03-30,17:39:00.000,Mar,30,Wed,Weekday,Early Evening (16:00 – 19:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Adults (25–34)
867375,male,black,27,North West,Channel O,00:05:03.000,2016-03-14,19:17:00.000,Mar,14,Mon,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
867375,male,black,27,North West,Africa Magic,00:00:29.000,2016-03-10,17:38:00.000,Mar,10,Thu,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
931297,male,indian_asian,27,Limpopo,Cartoon Network,00:04:00.000,2016-03-31,12:23:00.000,Mar,31,Thu,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
931297,male,indian_asian,27,Limpopo,ICC Cricket World Cup 2011,00:00:28.000,2016-03-30,10:25:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810066,male,black,22,Gauteng,Supersport Live Events,00:00:26.000,2016-02-22,15:18:00.000,Feb,22,Mon,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
810066,male,black,22,Gauteng,Supersport Live Events,00:00:00.000,2016-02-26,23:22:00.000,Feb,26,Fri,Weekday,Late Night (23:00 – 00:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
810066,male,black,22,Gauteng,Supersport Live Events,00:00:24.000,2016-02-21,23:01:00.000,Feb,21,Sun,Weekend,Late Night (23:00 – 00:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
810066,male,black,22,Gauteng,Break in transmission,00:00:23.000,2016-02-27,16:48:00.000,Feb,27,Sat,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
893476,male,indian_asian,29,Gauteng,E! Entertainment,00:04:40.000,2016-03-21,23:14:00.000,Mar,21,Mon,Weekday,Late Night (23:00 – 00:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
868613,male,black,21,Gauteng,Cartoon Network,00:00:25.000,2016-03-15,11:36:00.000,Mar,15,Tue,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
870025,male,indian_asian,25,Gauteng,Boomerang,00:02:27.000,2016-03-15,10:18:00.000,Mar,15,Tue,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
809971,male,black,23,North West,E! Entertainment,01:31:08.000,2016-03-18,00:39:00.000,Mar,18,Fri,Weekday,Late Night (23:00 – 00:59),One-Hour Programs (01:00:00 – 01:59:59),Young Adults (18–24)
867378,male,white,41,Mpumalanga,ICC Cricket World Cup 2011,00:00:00.000,2016-03-23,14:42:00.000,Mar,23,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
810079,male,black,30,Gauteng,E! Entertainment,00:01:44.000,2016-02-13,19:19:00.000,Feb,13,Sat,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
780291,male,black,41,Gauteng,Africa Magic,00:01:12.000,2016-02-09,10:48:00.000,Feb,9,Tue,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
821709,male,indian_asian,28,Kwazulu Natal,Supersport Live Events,00:00:00.000,2016-02-27,15:01:00.000,Feb,27,Sat,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
821709,male,indian_asian,28,Kwazulu Natal,SuperSport Blitz,00:13:48.000,2016-02-28,21:47:00.000,Feb,28,Sun,Weekend,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
821709,male,indian_asian,28,Kwazulu Natal,ICC Cricket World Cup 2011,00:08:42.000,2016-03-30,13:05:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
821709,male,indian_asian,28,Kwazulu Natal,Break in transmission,00:05:43.000,2016-03-01,21:24:00.000,Mar,1,Tue,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
906709,male,indian_asian,32,Limpopo,Supersport Live Events,00:04:22.000,2016-03-24,10:19:00.000,Mar,24,Thu,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
893585,female,white,28,Kwazulu Natal,MK,00:02:41.000,2016-01-03,19:48:00.000,Jan,3,Sun,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
867380,male,indian_asian,26,Gauteng,ICC Cricket World Cup 2011,01:48:08.000,2016-03-15,14:35:00.000,Mar,15,Tue,Weekday,Daytime (09:00 – 15:59),One-Hour Programs (01:00:00 – 01:59:59),Adults (25–34)
867380,male,indian_asian,26,Gauteng,Boomerang,00:03:00.000,2016-03-15,17:28:00.000,Mar,15,Tue,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
867380,male,indian_asian,26,Gauteng,SuperSport Blitz,00:00:00.000,2016-03-09,10:38:00.000,Mar,9,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
867380,male,indian_asian,26,Gauteng,SuperSport Blitz,00:06:06.000,2016-03-09,18:46:00.000,Mar,9,Wed,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
867380,male,indian_asian,26,Gauteng,ICC Cricket World Cup 2011,00:59:24.000,2016-03-30,14:34:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Adults (25–34)
821710,male,black,30,Gauteng,Boomerang,00:05:49.000,2016-02-26,18:28:00.000,Feb,26,Fri,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
821710,male,black,30,Gauteng,SawSee,00:04:33.000,2016-02-25,04:35:00.000,Feb,25,Thu,Weekday,Overnight (01:00 – 05:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
821710,male,black,30,Gauteng,Cartoon Network,00:03:16.000,2016-03-20,20:01:00.000,Mar,20,Sun,Weekend,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
787054,male,white,19,Mpumalanga,Boomerang,00:04:53.000,2016-01-23,15:13:00.000,Jan,23,Sat,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Young Adults (18–24)
906714,male,indian_asian,26,Limpopo,Supersport Live Events,00:00:20.000,2016-03-24,12:36:00.000,Mar,24,Thu,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
893588,male,other,24,Western Cape,ICC Cricket World Cup 2011,00:00:00.000,2016-03-18,10:30:00.000,Mar,18,Fri,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
893588,male,other,24,Western Cape,ICC Cricket World Cup 2011,00:54:16.000,2016-03-18,13:40:00.000,Mar,18,Fri,Weekday,Daytime (09:00 – 15:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Young Adults (18–24)
893588,male,other,24,Western Cape,ICC Cricket World Cup 2011,00:00:00.000,2016-03-23,14:19:00.000,Mar,23,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
893588,male,other,24,Western Cape,Boomerang,00:00:18.000,2016-03-19,14:20:00.000,Mar,19,Sat,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
2204684,male,indian_asian,27,Gauteng,ICC Cricket World Cup 2011,00:00:58.000,2016-03-29,13:23:00.000,Mar,29,Tue,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810068,male,black,40,Limpopo,SuperSport Blitz,00:00:42.000,2016-02-12,20:30:00.000,Feb,12,Fri,Weekday,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
597416,male,black,25,Gauteng,Supersport Live Events,00:40:36.000,2016-01-05,11:22:00.000,Jan,5,Tue,Weekday,Daytime (09:00 – 15:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Adults (25–34)
906717,male,coloured,26,Western Cape,Cartoon Network,00:00:04.000,2016-03-29,12:59:00.000,Mar,29,Tue,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
1616710,male,indian_asian,43,Limpopo,ICC Cricket World Cup 2011,00:00:00.000,2016-03-30,10:55:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
777965,male,coloured,44,Western Cape,Supersport Live Events,00:00:12.000,2016-01-28,18:42:00.000,Jan,28,Thu,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
777965,male,coloured,44,Western Cape,Supersport Live Events,00:00:00.000,2016-01-25,23:28:00.000,Jan,25,Mon,Weekday,Late Night (23:00 – 00:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
777965,male,coloured,44,Western Cape,E! Entertainment,00:00:12.000,2016-01-29,05:14:00.000,Jan,29,Fri,Weekday,Overnight (01:00 – 05:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
804626,female,black,24,Gauteng,MK,00:00:00.000,2016-01-09,17:33:00.000,Jan,9,Sat,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
804626,female,black,24,Gauteng,Boomerang,00:00:03.000,2016-01-09,10:48:00.000,Jan,9,Sat,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
819936,None,None,0,None,Cartoon Network,00:01:12.000,2016-03-20,18:17:00.000,Mar,20,Sun,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Kids / Tweens (0–12)
427849,None,None,0,None,Cartoon Network,00:01:05.000,2016-01-11,16:03:00.000,Jan,11,Mon,Weekday,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Kids / Tweens (0–12)
772873,male,black,9,Limpopo,SuperSport Blitz,00:00:08.000,2016-02-10,18:25:00.000,Feb,10,Wed,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Kids / Tweens (0–12)
772873,male,black,9,Limpopo,Africa Magic,00:00:02.000,2016-01-11,21:00:00.000,Jan,11,Mon,Weekday,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Kids / Tweens (0–12)
772873,male,black,9,Limpopo,M-Net,00:03:23.000,2016-01-20,10:52:00.000,Jan,20,Wed,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Kids / Tweens (0–12)
772873,male,black,9,Limpopo,DStv Events 1,00:02:45.000,2016-01-14,21:38:00.000,Jan,14,Thu,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Kids / Tweens (0–12)
772873,male,black,9,Limpopo,Channel O,00:40:48.000,2016-01-11,13:48:00.000,Jan,11,Mon,Weekday,Daytime (09:00 – 15:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Kids / Tweens (0–12)
772873,male,black,9,Limpopo,SawSee,00:02:08.000,2016-01-19,15:14:00.000,Jan,19,Tue,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Kids / Tweens (0–12)
593624,male,other,27,Eastern Cape,Boomerang,00:18:16.000,2016-01-01,10:49:00.000,Jan,1,Fri,Weekday,Daytime (09:00 – 15:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Adults (25–34)
593624,male,other,27,Eastern Cape,E! Entertainment,00:12:38.000,2016-01-01,10:30:00.000,Jan,1,Fri,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
821721,female,white,25,Gauteng,E! Entertainment,00:00:40.000,2016-02-12,07:44:00.000,Feb,12,Fri,Weekday,Early Morning (06:00 – 08:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
789766,male,black,18,Free State,Supersport Live Events,00:04:12.000,2016-02-12,14:39:00.000,Feb,12,Fri,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Young Adults (18–24)
940881,male,indian_asian,31,Limpopo,ICC Cricket World Cup 2011,00:00:00.000,2016-03-30,11:01:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
940881,male,indian_asian,31,Limpopo,SuperSport Blitz,00:00:50.000,2016-03-30,10:35:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
940881,male,indian_asian,31,Limpopo,Channel O,00:08:09.000,2016-03-30,14:31:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
810075,male,black,40,Kwazulu Natal,Vuzu,00:01:41.000,2016-02-22,08:30:00.000,Feb,22,Mon,Weekday,Early Morning (06:00 – 08:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
810075,male,black,40,Kwazulu Natal,Trace TV,00:01:09.000,2016-02-21,18:33:00.000,Feb,21,Sun,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
810075,male,black,40,Kwazulu Natal,Channel O,00:05:51.000,2016-02-21,09:47:00.000,Feb,21,Sun,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Mid Adults (35–44)
810075,male,black,40,Kwazulu Natal,Channel O,00:01:09.000,2016-02-21,13:51:00.000,Feb,21,Sun,Weekend,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
810075,male,black,40,Kwazulu Natal,Trace TV,00:02:24.000,2016-02-21,09:16:00.000,Feb,21,Sun,Weekend,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
810075,male,black,40,Kwazulu Natal,E! Entertainment,00:01:10.000,2016-02-21,11:05:00.000,Feb,21,Sun,Weekend,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
2370403,male,coloured,30,Gauteng,Boomerang,00:04:34.000,2016-03-29,21:33:00.000,Mar,29,Tue,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
810077,male,coloured,57,Northern Cape,Channel O,00:00:00.000,2016-02-21,21:53:00.000,Feb,21,Sun,Weekend,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,ICC Cricket World Cup 2011,00:19:58.000,2016-02-22,12:33:00.000,Feb,22,Mon,Weekday,Daytime (09:00 – 15:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,Supersport Live Events,00:06:06.000,2016-02-26,18:41:00.000,Feb,26,Fri,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,Supersport Live Events,00:01:00.000,2016-01-22,16:10:00.000,Jan,22,Fri,Weekday,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,Supersport Live Events,00:05:44.000,2016-01-16,09:10:00.000,Jan,16,Sat,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,Cartoon Network,00:00:39.000,2016-01-06,17:01:00.000,Jan,6,Wed,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,E! Entertainment,00:06:10.000,2016-02-01,14:18:00.000,Feb,1,Mon,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,Channel O,00:19:27.000,2016-01-25,18:58:00.000,Jan,25,Mon,Weekday,Early Evening (16:00 – 19:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,SawSee,00:01:27.000,2016-01-11,10:25:00.000,Jan,11,Mon,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,Channel O,00:26:21.000,2016-02-12,16:44:00.000,Feb,12,Fri,Weekday,Early Evening (16:00 – 19:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,ICC Cricket World Cup 2011,00:05:54.000,2016-03-07,13:41:00.000,Mar,7,Mon,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,ICC Cricket World Cup 2011,00:13:56.000,2016-03-01,16:30:00.000,Mar,1,Tue,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Seniors (55+)
810077,male,coloured,57,Northern Cape,SuperSport Live Events,00:02:40.000,2016-02-13,09:16:00.000,Feb,13,Sat,Weekend,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Seniors (55+)
821730,male,black,38,Gauteng,Africa Magic,00:03:19.000,2016-02-26,20:43:00.000,Feb,26,Fri,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Mid Adults (35–44)
906728,male,coloured,43,Western Cape,Cartoon Network,00:00:09.000,2016-03-30,19:16:00.000,Mar,30,Wed,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
906728,male,coloured,43,Western Cape,Cartoon Network,00:44:23.000,2016-03-27,16:30:00.000,Mar,27,Sun,Weekend,Early Evening (16:00 – 19:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Mid Adults (35–44)
810079,male,black,30,Gauteng,Channel O,00:09:21.000,2016-02-14,22:52:00.000,Feb,14,Sun,Weekend,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
810079,male,black,30,Gauteng,Channel O,00:05:51.000,2016-02-17,22:55:00.000,Feb,17,Wed,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
810079,male,black,30,Gauteng,Trace TV,00:00:51.000,2016-02-12,15:39:00.000,Feb,12,Fri,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810079,male,black,30,Gauteng,Boomerang,00:00:49.000,2016-02-12,04:10:00.000,Feb,12,Fri,Weekday,Overnight (01:00 – 05:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810079,male,black,30,Gauteng,ICC Cricket World Cup 2011,00:20:26.000,2016-02-21,14:17:00.000,Feb,21,Sun,Weekend,Daytime (09:00 – 15:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Adults (25–34)
893791,male,None,29,Western Cape,E! Entertainment,00:09:40.000,2016-03-21,17:51:00.000,Mar,21,Mon,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
931322,male,indian_asian,30,Limpopo,Boomerang,00:00:54.000,2016-03-31,23:08:00.000,Mar,31,Thu,Weekday,Late Night (23:00 – 00:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
810080,male,black,10,Gauteng,Channel O,00:01:33.000,2016-02-21,22:49:00.000,Feb,21,Sun,Weekend,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Kids / Tweens (0–12)
810080,male,black,10,Gauteng,Africa Magic,00:00:51.000,2016-02-23,23:31:00.000,Feb,23,Tue,Weekday,Late Night (23:00 – 00:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Kids / Tweens (0–12)
