USERID,GENDER,RACE,AGE,PROVINCE,CHANNEL2,DURATION2,VIEW_DATE,VIEW_TIME,MONTH_NAME,DAY_OF_MONTH,DAY_NAME,DAY_TYPE,TIME_BUCKET,DURATION_BUCKET,AGE_BUCKET
2090791,female,indian_asian,13,Kwazulu Natal,Cartoon Network,00:01:47.000,2016-01-02,07:58:00.000,Jan,2,Sat,Weekend,Early Morning (06:00 – 08:59),Very Short Engagement (00:01:00 – 00:02:59),Teens (13–17)
832080,male,white,40,Western Cape,ICC Cricket World Cup 2011,00:00:18.000,2016-03-02,18:26:00.000,Mar,2,Wed,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
806601,male,white,48,Kwazulu Natal,ICC Cricket World Cup 2011,00:02:20.000,2016-02-21,17:03:00.000,Feb,21,Sun,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Older Adults (45–54)
851066,male,white,36,Gauteng,ICC Cricket World Cup 2011,00:00:38.000,2016-03-07,20:06:00.000,Mar,7,Mon,Weekday,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
939975,male,black,41,Gauteng,Channel O,00:02:45.000,2016-03-31,21:44:00.000,Mar,31,Thu,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
793835,male,white,30,Free State,M-Net,00:00:12.000,2016-01-18,01:22:00.000,Jan,18,Mon,Weekday,Overnight (01:00 – 05:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
98046,male,black,31,Kwazulu Natal,Africa Magic,00:00:14.000,2016-01-04,22:41:00.000,Jan,4,Mon,Weekday,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
98046,male,black,31,Kwazulu Natal,Trace TV,00:06:33.000,2016-01-07,22:15:00.000,Jan,7,Thu,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
98046,male,black,31,Kwazulu Natal,Channel O,00:02:48.000,2016-01-13,20:36:00.000,Jan,13,Wed,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
866512,male,white,31,Gauteng,ICC Cricket World Cup 2011,00:03:56.000,2016-03-05,15:24:00.000,Mar,5,Sat,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
866512,male,white,31,Gauteng,Supersport Live Events,00:01:10.000,2016-03-05,14:24:00.000,Mar,5,Sat,Weekend,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
866512,male,white,31,Gauteng,E! Entertainment,00:00:26.000,2016-03-05,14:31:00.000,Mar,5,Sat,Weekend,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
866512,male,white,31,Gauteng,Supersport Live Events,00:00:10.000,2016-03-25,10:24:00.000,Mar,25,Fri,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2406521,male,indian_asian,33,Kwazulu Natal,Trace TV,00:27:39.000,2016-03-24,23:39:00.000,Mar,24,Thu,Weekday,Late Night (23:00 – 00:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Adults (25–34)
939977,male,black,24,Mpumalanga,ICC Cricket World Cup 2011,00:05:02.000,2016-03-14,14:45:00.000,Mar,14,Mon,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,E! Entertainment,00:01:00.000,2016-03-04,07:12:00.000,Mar,4,Fri,Weekday,Early Morning (06:00 – 08:59),Very Short Engagement (00:01:00 – 00:02:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,ICC Cricket World Cup 2011,00:00:38.000,2016-03-04,14:45:00.000,Mar,4,Fri,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,Channel O,00:14:06.000,2016-03-05,15:27:00.000,Mar,5,Sat,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,Africa Magic,00:00:32.000,2016-03-06,22:19:00.000,Mar,6,Sun,Weekend,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,Channel O,00:04:42.000,2016-03-06,23:04:00.000,Mar,6,Sun,Weekend,Late Night (23:00 – 00:59),Short Form Programs (00:03:00 – 00:14:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,CNN,00:01:17.000,2016-03-06,01:04:00.000,Mar,6,Sun,Weekend,Overnight (01:00 – 05:59),Very Short Engagement (00:01:00 – 00:02:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,ICC Cricket World Cup 2011,00:04:16.000,2016-03-12,15:34:00.000,Mar,12,Sat,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,Trace TV,00:00:42.000,2016-03-07,21:16:00.000,Mar,7,Mon,Weekday,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,SuperSport Blitz,00:26:02.000,2016-03-07,21:37:00.000,Mar,7,Mon,Weekday,Prime Time (20:00 – 22:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,Channel O,00:05:06.000,2016-03-16,23:08:00.000,Mar,16,Wed,Weekday,Late Night (23:00 – 00:59),Short Form Programs (00:03:00 – 00:14:59),Young Adults (18–24)
939977,male,black,24,Mpumalanga,SuperSport Blitz,00:08:44.000,2016-03-09,23:36:00.000,Mar,9,Wed,Weekday,Late Night (23:00 – 00:59),Short Form Programs (00:03:00 – 00:14:59),Young Adults (18–24)
2287006,male,black,33,Gauteng,Trace TV,00:18:54.000,2016-02-04,09:11:00.000,Feb,4,Thu,Weekday,Daytime (09:00 – 15:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Adults (25–34)
2287006,male,black,33,Gauteng,Cartoon Network,00:01:53.000,2016-01-20,19:39:00.000,Jan,20,Wed,Weekday,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
2287006,male,black,33,Gauteng,Supersport Live Events,00:04:30.000,2016-01-14,20:30:00.000,Jan,14,Thu,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
2287006,male,black,33,Gauteng,Channel O,00:01:39.000,2016-01-15,14:30:00.000,Jan,15,Fri,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
2287006,male,black,33,Gauteng,Trace TV,00:01:15.000,2016-03-29,16:43:00.000,Mar,29,Tue,Weekday,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
82780,None,None,0,None,Channel O,00:10:33.000,2016-03-26,08:54:00.000,Mar,26,Sat,Weekend,Early Morning (06:00 – 08:59),Short Form Programs (00:03:00 – 00:14:59),Kids / Tweens (0–12)
162937,male,white,24,Gauteng,E! Entertainment,00:02:50.000,2016-01-23,18:25:00.000,Jan,23,Sat,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Young Adults (18–24)
892826,male,black,28,Gauteng,Boomerang,00:08:18.000,2016-01-03,06:17:00.000,Jan,3,Sun,Weekend,Early Morning (06:00 – 08:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
939980,male,white,31,Gauteng,Supersport Live Events,00:03:02.000,2016-03-12,17:47:00.000,Mar,12,Sat,Weekend,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
841680,male,black,60,Kwazulu Natal,Channel O,00:00:00.000,2016-02-19,04:32:00.000,Feb,19,Fri,Weekday,Overnight (01:00 – 05:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Seniors (55+)
174422,male,black,37,Kwazulu Natal,SuperSport Blitz,00:00:00.000,2016-03-08,19:44:00.000,Mar,8,Tue,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
803827,male,indian_asian,41,Limpopo,ICC Cricket World Cup 2011,00:00:08.000,2016-02-19,10:47:00.000,Feb,19,Fri,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
788988,female,black,44,Gauteng,SuperSport Blitz,00:38:00.000,2016-03-06,19:49:00.000,Mar,6,Sun,Weekend,Early Evening (16:00 – 19:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Mid Adults (35–44)
788988,female,black,44,Gauteng,Trace TV,00:00:18.000,2016-01-23,19:22:00.000,Jan,23,Sat,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
2018993,male,other,45,Western Cape,SuperSport Blitz,00:01:46.000,2016-01-08,20:05:00.000,Jan,8,Fri,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Older Adults (45–54)
2018993,male,other,45,Western Cape,SuperSport Blitz,00:15:34.000,2016-01-11,03:00:00.000,Jan,11,Mon,Weekday,Overnight (01:00 – 05:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Older Adults (45–54)
2018993,male,other,45,Western Cape,Supersport Live Events,00:03:04.000,2016-01-07,01:52:00.000,Jan,7,Thu,Weekday,Overnight (01:00 – 05:59),Short Form Programs (00:03:00 – 00:14:59),Older Adults (45–54)
820763,female,black,35,Gauteng,Africa Magic,00:06:04.000,2016-03-02,21:36:00.000,Mar,2,Wed,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Mid Adults (35–44)
939982,male,black,46,Kwazulu Natal,MK,00:02:14.000,2016-03-31,13:57:00.000,Mar,31,Thu,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Older Adults (45–54)
809284,male,white,32,Western Cape,ICC Cricket World Cup 2011,00:07:06.000,2016-02-22,14:32:00.000,Feb,22,Mon,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
809284,male,white,32,Western Cape,ICC Cricket World Cup 2011,00:00:14.000,2016-02-25,16:18:00.000,Feb,25,Thu,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
771147,male,white,28,Mpumalanga,Cartoon Network,00:16:07.000,2016-02-05,22:39:00.000,Feb,5,Fri,Weekday,Prime Time (20:00 – 22:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Adults (25–34)
771147,male,white,28,Mpumalanga,Boomerang,00:05:25.000,2016-02-06,12:58:00.000,Feb,6,Sat,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
788990,male,black,27,Mpumalanga,Cartoon Network,00:00:23.000,2016-02-02,08:57:00.000,Feb,2,Tue,Weekday,Early Morning (06:00 – 08:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
788990,male,black,27,Mpumalanga,Channel O,00:02:21.000,2016-01-23,11:54:00.000,Jan,23,Sat,Weekend,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
788990,male,black,27,Mpumalanga,Trace TV,00:00:30.000,2016-02-09,22:27:00.000,Feb,9,Tue,Weekday,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
788990,male,black,27,Mpumalanga,Boomerang,00:00:20.000,2016-02-03,12:45:00.000,Feb,3,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
788990,male,black,27,Mpumalanga,SuperSport Blitz,00:00:42.000,2016-02-12,11:05:00.000,Feb,12,Fri,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
788990,male,black,27,Mpumalanga,Channel O,00:01:03.000,2016-02-08,23:55:00.000,Feb,8,Mon,Weekday,Late Night (23:00 – 00:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
809286,male,white,35,Mpumalanga,SawSee,00:14:05.000,2016-03-06,09:32:00.000,Mar,6,Sun,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Mid Adults (35–44)
918442,male,indian_asian,46,Limpopo,Boomerang,00:00:00.000,2016-03-28,21:30:00.000,Mar,28,Mon,Weekday,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Older Adults (45–54)
2426196,male,indian_asian,34,Limpopo,Supersport Live Events,00:02:44.000,2016-03-03,11:33:00.000,Mar,3,Thu,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
2426196,male,indian_asian,34,Limpopo,Supersport Live Events,00:00:00.000,2016-02-18,19:19:00.000,Feb,18,Thu,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2426196,male,indian_asian,34,Limpopo,Cartoon Network,00:00:29.000,2016-03-19,22:03:00.000,Mar,19,Sat,Weekend,Prime Time (20:00 – 22:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2426196,male,indian_asian,34,Limpopo,SuperSport Blitz,00:00:00.000,2016-02-18,19:27:00.000,Feb,18,Thu,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2426196,male,indian_asian,34,Limpopo,Trace TV,00:01:39.000,2016-02-18,19:40:00.000,Feb,18,Thu,Weekday,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
2426196,male,indian_asian,34,Limpopo,ICC Cricket World Cup 2011,00:02:16.000,2016-03-16,10:38:00.000,Mar,16,Wed,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
2368931,male,indian_asian,38,Limpopo,Boomerang,00:01:32.000,2016-02-20,11:25:00.000,Feb,20,Sat,Weekend,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
1057483,male,white,29,Gauteng,Boomerang,00:00:00.000,2016-03-23,06:35:00.000,Mar,23,Wed,Weekday,Early Morning (06:00 – 08:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
788992,male,black,29,Gauteng,Channel O,00:03:21.000,2016-01-11,10:42:00.000,Jan,11,Mon,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
2090806,male,black,33,Mpumalanga,Africa Magic,00:00:58.000,2016-02-21,17:50:00.000,Feb,21,Sun,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2090806,male,black,33,Mpumalanga,Supersport Live Events,00:00:26.000,2016-03-24,12:15:00.000,Mar,24,Thu,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2090806,male,black,33,Mpumalanga,Channel O,00:02:24.000,2016-01-30,20:06:00.000,Jan,30,Sat,Weekend,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
2090806,male,black,33,Mpumalanga,Africa Magic,00:04:07.000,2016-03-20,17:40:00.000,Mar,20,Sun,Weekend,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
2090806,male,black,33,Mpumalanga,ICC Cricket World Cup 2011,00:00:28.000,2016-03-25,17:57:00.000,Mar,25,Fri,Weekday,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
809292,female,black,24,Kwazulu Natal,Trace TV,00:01:27.000,2016-03-19,17:15:00.000,Mar,19,Sat,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Young Adults (18–24)
809292,female,black,24,Kwazulu Natal,Trace TV,03:03:39.000,2016-02-03,12:21:00.000,Feb,3,Wed,Weekday,Daytime (09:00 – 15:59),Feature-Length / Extended Episode (02:00:00 – 03:59:59),Young Adults (18–24)
788994,male,None,44,Western Cape,ICC Cricket World Cup 2011,00:04:26.000,2016-02-24,11:34:00.000,Feb,24,Wed,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Mid Adults (35–44)
100538,None,None,0,None,Supersport Live Events,01:32:30.000,2016-03-24,16:25:00.000,Mar,24,Thu,Weekday,Early Evening (16:00 – 19:59),One-Hour Programs (01:00:00 – 01:59:59),Kids / Tweens (0–12)
866524,male,black,45,Gauteng,Supersport Live Events,00:06:46.000,2016-01-15,21:31:00.000,Jan,15,Fri,Weekday,Prime Time (20:00 – 22:59),Short Form Programs (00:03:00 – 00:14:59),Older Adults (45–54)
866524,male,black,45,Gauteng,Africa Magic,00:05:07.000,2016-01-16,06:17:00.000,Jan,16,Sat,Weekend,Early Morning (06:00 – 08:59),Short Form Programs (00:03:00 – 00:14:59),Older Adults (45–54)
866524,male,black,45,Gauteng,Cartoon Network,00:33:47.000,2016-01-23,07:50:00.000,Jan,23,Sat,Weekend,Early Morning (06:00 – 08:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Older Adults (45–54)
832090,male,indian_asian,27,Kwazulu Natal,ICC Cricket World Cup 2011,00:03:40.000,2016-02-24,16:11:00.000,Feb,24,Wed,Weekday,Early Evening (16:00 – 19:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
820770,male,coloured,36,Western Cape,Supersport Live Events,00:59:14.000,2016-03-24,14:47:00.000,Mar,24,Thu,Weekday,Daytime (09:00 – 15:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Mid Adults (35–44)
820770,male,coloured,36,Western Cape,Supersport Live Events,00:12:42.000,2016-02-25,11:47:00.000,Feb,25,Thu,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Mid Adults (35–44)
820770,male,coloured,36,Western Cape,ICC Cricket World Cup 2011,00:15:08.000,2016-02-27,18:41:00.000,Feb,27,Sat,Weekend,Early Evening (16:00 – 19:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Mid Adults (35–44)
820770,male,coloured,36,Western Cape,ICC Cricket World Cup 2011,00:01:38.000,2016-03-12,18:18:00.000,Mar,12,Sat,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
820770,male,coloured,36,Western Cape,ICC Cricket World Cup 2011,00:01:20.000,2016-03-03,05:48:00.000,Mar,3,Thu,Weekday,Overnight (01:00 – 05:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
788997,male,black,30,Gauteng,Africa Magic,00:02:50.000,2016-01-15,14:13:00.000,Jan,15,Fri,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
788997,male,black,30,Gauteng,Africa Magic,00:00:05.000,2016-01-13,10:40:00.000,Jan,13,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
788997,male,black,30,Gauteng,Trace TV,00:02:39.000,2016-02-09,21:09:00.000,Feb,9,Tue,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
939992,male,indian_asian,44,Gauteng,ICC Cricket World Cup 2011,00:00:08.000,2016-03-23,12:30:00.000,Mar,23,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
939992,male,indian_asian,44,Gauteng,ICC Cricket World Cup 2011,00:01:04.000,2016-03-25,21:01:00.000,Mar,25,Fri,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
27318,None,None,0,None,ICC Cricket World Cup 2011,00:02:00.000,2016-03-26,20:48:00.000,Mar,26,Sat,Weekend,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Kids / Tweens (0–12)
866527,female,None,26,Free State,Supersport Live Events,00:00:20.000,2016-03-19,18:31:00.000,Mar,19,Sat,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
788998,male,white,41,Gauteng,ICC Cricket World Cup 2011,00:19:52.000,2016-02-19,13:44:00.000,Feb,19,Fri,Weekday,Daytime (09:00 – 15:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Mid Adults (35–44)
733347,male,None,34,North West,Channel O,00:15:48.000,2016-01-23,20:12:00.000,Jan,23,Sat,Weekend,Prime Time (20:00 – 22:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Adults (25–34)
733347,male,None,34,North West,Africa Magic,00:00:08.000,2016-01-24,16:31:00.000,Jan,24,Sun,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
733347,male,None,34,North West,Channel O,00:00:39.000,2016-01-23,19:29:00.000,Jan,23,Sat,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
820773,male,indian_asian,19,Gauteng,ICC Cricket World Cup 2011,00:17:42.000,2016-03-09,15:09:00.000,Mar,9,Wed,Weekday,Daytime (09:00 – 15:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Young Adults (18–24)
488096,male,black,51,Gauteng,Channel O,00:03:42.000,2016-01-24,14:16:00.000,Jan,24,Sun,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Older Adults (45–54)
788999,female,white,41,Kwazulu Natal,Cartoon Network,00:23:46.000,2016-03-19,18:57:00.000,Mar,19,Sat,Weekend,Early Evening (16:00 – 19:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Mid Adults (35–44)
530321,female,black,33,Limpopo,SuperSport Blitz,00:00:42.000,2016-01-26,08:47:00.000,Jan,26,Tue,Weekday,Early Morning (06:00 – 08:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
2368945,female,coloured,42,Western Cape,ICC Cricket World Cup 2011,00:00:28.000,2016-02-20,05:54:00.000,Feb,20,Sat,Weekend,Overnight (01:00 – 05:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
2368945,female,coloured,42,Western Cape,ICC Cricket World Cup 2011,02:09:56.000,2016-03-03,09:04:00.000,Mar,3,Thu,Weekday,Daytime (09:00 – 15:59),Feature-Length / Extended Episode (02:00:00 – 03:59:59),Mid Adults (35–44)
1385756,female,black,34,Western Cape,M-Net,00:03:48.000,2016-01-17,11:31:00.000,Jan,17,Sun,Weekend,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
1385756,female,black,34,Western Cape,SawSee,00:13:15.000,2016-01-05,01:20:00.000,Jan,5,Tue,Weekday,Overnight (01:00 – 05:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
530495,female,black,30,Gauteng,SawSee,00:00:17.000,2016-01-09,19:20:00.000,Jan,9,Sat,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
930401,male,indian_asian,36,Mpumalanga,ICC Cricket World Cup 2011,00:02:32.000,2016-03-29,11:01:00.000,Mar,29,Tue,Weekday,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
803847,male,black,28,Mpumalanga,ICC Cricket World Cup 2011,00:00:18.000,2016-02-20,19:52:00.000,Feb,20,Sat,Weekend,Early Evening (16:00 – 19:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
803847,male,black,28,Mpumalanga,Trace TV,00:01:00.000,2016-02-19,21:22:00.000,Feb,19,Fri,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
803847,male,black,28,Mpumalanga,M-Net,00:00:09.000,2016-02-17,00:19:00.000,Feb,17,Wed,Weekday,Late Night (23:00 – 00:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
803847,male,black,28,Mpumalanga,SuperSport Blitz,00:07:50.000,2016-02-17,07:18:00.000,Feb,17,Wed,Weekday,Early Morning (06:00 – 08:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
803847,male,black,28,Mpumalanga,Channel O,00:04:57.000,2016-02-17,09:37:00.000,Feb,17,Wed,Weekday,Daytime (09:00 – 15:59),Short Form Programs (00:03:00 – 00:14:59),Adults (25–34)
882520,male,black,40,Mpumalanga,Supersport Live Events,00:01:10.000,2016-03-20,17:06:00.000,Mar,20,Sun,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
892844,male,white,29,Gauteng,Trace TV,00:00:51.000,2016-03-22,13:15:00.000,Mar,22,Tue,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Adults (25–34)
892844,male,white,29,Gauteng,Trace TV,00:01:33.000,2016-03-19,19:23:00.000,Mar,19,Sat,Weekend,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Adults (25–34)
817573,male,black,35,Kwazulu Natal,Trace TV,00:02:03.000,2016-02-23,17:14:00.000,Feb,23,Tue,Weekday,Early Evening (16:00 – 19:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
600446,male,black,36,Eastern Cape,Supersport Live Events,00:00:30.000,2016-01-06,12:07:00.000,Jan,6,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Mid Adults (35–44)
894467,None,None,0,None,ICC Cricket World Cup 2011,00:46:44.000,2016-03-30,12:44:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Standard Half-Hour Programs (00:30:00 – 00:59:59),Kids / Tweens (0–12)
894467,None,None,0,None,Supersport Live Events,00:00:00.000,2016-03-30,12:56:00.000,Mar,30,Wed,Weekday,Daytime (09:00 – 15:59),Instant Exit / Drop-Off (00:00:01 – 00:00:59),Kids / Tweens (0–12)
789004,male,None,36,Northern Cape,Africa Magic,00:02:09.000,2016-02-22,21:17:00.000,Feb,22,Mon,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
789004,male,None,36,Northern Cape,Channel O,00:17:21.000,2016-02-04,10:25:00.000,Feb,4,Thu,Weekday,Daytime (09:00 – 15:59),Short-Half Hour Programs (00:15:00 – 00:29:59),Mid Adults (35–44)
789004,male,None,36,Northern Cape,SuperSport Blitz,00:02:20.000,2016-02-07,15:59:00.000,Feb,7,Sun,Weekend,Daytime (09:00 – 15:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
789004,male,None,36,Northern Cape,Africa Magic,00:01:29.000,2016-02-10,21:42:00.000,Feb,10,Wed,Weekday,Prime Time (20:00 – 22:59),Very Short Engagement (00:01:00 – 00:02:59),Mid Adults (35–44)
